post	label
love that pic exactly where the nigger needs to be forthousands of years the nigger inferiority has been known	2
i have offered quite a few constructive and gentle criticisms of her kike face and it modern art paint shellacking 😬 buffalo bill was not very appreciative	2
i have absolutely nothing against patrick little but his personal opinion on mudslimes matters not in the least to me	2
those queers and their machines	1
you think that jew son of an fbi agent and that bald spic dyke needed school to teach them to hate whites and white society	2
pepper your speech with hatephrases gayer than aids fatter than a feminist dumber than a nigger tranny scary nagging like a negress cruel as a communist deceptive as a democrat jealous as a jew murderous as a muslim unmarriageable as madonna	2
oh the irony of putting out a commercial showing a racist white guy chasing poor minorities w a truck when facts are it dirty muzzies mowing down americans in rented trucks	2
now everyone is mad at me fuck it kill all and spare one	0
lol nice try kike trying to convince me to dox myself because you called me a name tell ur kike line manager to try harder next time ur freudian bs no longer works on us goyim the goyim know	2
fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now	2
if anyone tries to tell you that gay lesbian people are pushing the genital preference conversation remind them that literally no homosexual on the planet would ever come up with the term genital preferences	0
<user> i would also say that not too bad considering the country got raped by the us	0
these your kike bosses too feldman is cernovichs bossman he the most anti white kike on twitter	2
not <percent> jap i am willing to bet there is a generous dollop of hooknose in her blood	1
trump is helping us wtf i love trump and his kike children now	2
did yah see dat nigger bich shitting in da macdonald an throwin her shit da employees	1
<number> years ago i was working with homeless people in vermont i met a <number> lb nigger from new jersey who was hiding out from what he admitted were <number> baby mamas wanting child support	1
more muzrat part and parcel	1
the idea that ace people are coming into lgbt spaces suggests that ace people are not queer and also reeks of here they come into our spaces rhetoric that would not fly if it were white people talking about black people or men talking about women and rightly it should not	0
i literally could never conceptualize a black queer person until i was like <number> i fully was under the impression that queerness was a white people thing because of the words and actions of my community	0
i served our country from rescuing hurricane andrew survivors in florida safeguarding haitian refugees in cuba close quarters combat in somalia i did it for democracy i did it for america this crony in our house is undoing every bit of it i am the whistleblower	0
the shit that black girls need to do to try and look semi normal is astounding this coon looks like she straightens her hair on an ironing board	2
another gay moslem	2
looks like an ugly fuckin nigger to me	2
i need to start entertaining people who understand my humor my hoe so boring 😪	0
muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect	0
hi faggot what you say queen	1
mokou and kaguya are lesbian enemies to lovers rights	0
and you all niggers also said martian manhunter can beat vision smh uncultured swine	0
if you came to the us as a refugee give us a call at <phone> how does the reduction in the number of refugee resettlement make you feel	0
sajid javid says islamophobia does not need to be investigated but only anti muslim hate crime i wonder if he also thinks that antisemitism should not be investigated either but only anti jewish hate crime r4 today	0
definition from fr muslim this from persian mosolmān or moslemān pl of moslem and this of the ar clás muslim <number> adj who professes islamism ‖ religion of muhammad u t c <number> adj	0
<user> <user> <user> <user> <user> do not worry the greatest thing dhs did was making white supremacy a terrorist threat once they make the list victor will suddenly remember he black and switch back	0
stupid polis god damn faggots got em got em got em what a good series got em eeek a penis como koko why southpark	1
<user> what would our state look like if we eliminated the illegal aliens for starters it would look like cleaner roads less child rape cases less drunk drivers and working men and women would see their wages rise	2
when a nigger hooks a white they get very possessive much having to do with bragging to their black friends the prospect of white dumping is too much and they lose it young whites are led to this trap by indoctrination by time they learn it too late	2
i will admit she is a jewish woman who i have disagreements with in her politics i am not going to stoop to that level because she has not done enough to stoke my ire to that level plus being called a kike is a compliment in today society thanks lil dickey	2
the koran says the only way a gay moslem can get to paradise is by killing infidels those infidels you kill will be your slaves in the afterlife so thankfully he preferred brown men as several survivors claimed to have slept with him	1
all i ever wanted all i ever needed is queers in my butt girls are very unnecessary they can not suck on my nuts	0
french mayors panic as invading muslime migrants overwhelm cities keep your borders open french president moron there are more muslimes looking for freebies and to take over your nation muslimes are no value added to france or any european nation or america deport putin says syria war over	2
have some porn sand nigger	2
rapes by moslim taxi drivers so rampant british judge issued warning that no woman can expect to be safe traveling by cab <user>	0
i do not think the kikes are gonna get this war i mean russia will fuck up the launch sites then what trump attacks a russian base no fucking way i know he is kike owned now but even he can not want nuclear flames in america	2
<user> stahp to try to kill yourself most favorit meatbag damnit x(	0
my mom really walked into my room and asked me why i look so oily it called moisturizer you dry ass white bitch i hate it here	0
<user> <user> statistics say no but nice try black on white violence on the other hand	0
john singleton got a fascination with niggas getting raped	1
adios nigger lover	2
black nigger hater logging in	2
uh no just no if i have to start glorifying queers in order to get royalty checks i will stop doing photography thankyouverymuch	0
life under nigger <number> iq rule	2
check out the rockfish report on niggermania they keep up to date on all the bobbing coons nationwide	2
obama is a lying muzrat traitor so of course everything he did was bad for america	2
i believe she a secret nigger lover	2
part from da zhid turning up his toes this will serve well if true	2
i tried putting my finger in a dike once she screamed slapped me and ran off 😁 😂	0
he posts good stuff but i am just not into fashier than thou bs when we need all hands on deck 8 pol goes off on trs is a kike honeypot bs too it not helpful	1
this is why i have often stressed the need for whites to grow eat their own produce processed foods take years off our lives enrich corporate multinationals who use their billions to flood our countries with shitskin migrant labor buy elections for globalists who sympathize with them	2
<user> <user> <user> lol i am far from a white supremacist and an islamaphobe i am anti religion and you can not argue against science oh wait you do not believe in science because your religion just like christianity or any other religion is garbage	0
do some research tony you will find out that mohammed was an illiterate sand nigger married to jewesses rabbis were behind the whole islamic scam jews and arabs are basically inbred cousins neither jews or muzzies have any business being in white civilizations	2
all mexcrement bucks are born with knives	2
a simple solution to not having queer kids 🤭 🤭 🤭 🤭 do not have children if you can not fully accept them you d be a horrible parent anyway do not worry you will not die alone your homophobia and close mindedness will soon manifest and keep you company xx	0
you can not fix a country named nigger just like you can not fix a regular nigger	2
<user> there was just no reason to include it the only message it conveyed was the faggots do not get to be happy	0
white ghetto and stupid not cute	0
the railway station while awaiting a train johanna aiken tom weeks teller warren jesse thompson and thead grayson negroes walter and will jones negroes lynched the known wounded are orrin gillis ex sheriff white shot in shoulder and may die e.b. appleby <number>	0
a nigger and a white	2
banned from the_donald for <number> days for calling bow wow a nigger for calling melania a whore sorry he is	2
i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling	2
a vile piece of shit that kidnapped beat and tortured a pregnant woman and got out on 1 0 k bail thanks to his kike lawyers from the music industry	2
ok i still do not have them trying to kill me yet 🤔 but raghead islamist have tried to kill many in my family i will deal with the jews trying to kill us when i see their rpg coming towards us thx 🇺 🇸 🇺 🇸 🇺 🇸	2
what feminism but dykes and other uggos trying to fuck things up for pretty girls	2
this nigga thanos done killed aquaman	0
according to lambo men have cervical cancer while women have breast cancer bb naija	0
that nigga kawhi is nice bruh	0
hey john what guchhi mah nigger	0
this mf on this movie just said what do we call her the lezbo the gay girl the dyke mother fucker how bout her name	0
nothing hits more than bon iver or james blake when i am trying to study do assignments i love white men 👱 🏻 ‍ ♂️ 🧔 🏻	0
i am <percent> irish origin both parents irish no dirty jew here the kike never infected ireland	2
guendouzi is a fucking baller	0
yeah phone seems ok but not my desktop especially posting links to news pieces or imageshack which to me is unacceptable kike sabotage	2
yeah i am that basic bitch that listened to unknown pleasures by joy divison last night and cried	0
it a colloquialism for cuck you rush to the defense of this bad comedian weirdo yid slut that is a laughing stock of the internet cause you are so upset over a literal gab topic	0
<user> <user> my question is had the cop been a minority or even an immigrant and the person killed was a white woman would the judge have made the same ruling	0
i just saw a grown white canadian man violently cut the dreadlocks off of a trudeau supporter syrian refugee dreadful elxn43 cdn poli scheer hypocrisy	0
you know there a handful of white actresses that are in good standing with the hood reese witherspoon and julia stiles to name a a few	0
do you still have balls albert faggot bitch i am shocked this community has not dragged your carcass thru the streets	1
lmao janelle threw that rubber duck like it was nothing i love my bitch <user> exon the beach	0
control of oprah is control over women gin rumy	0
little bitch you can not fuck with me if you wanted to	1
<user> i can not push him away when he in position he will do his thing he will pull out when he done sounds like a daughter who has been repeatedly raped by her father	0
fucking children get raped is it their fault how the fuck is it ever the victims fault	0
trump fucked us if you still believe his bs your iq is lower than a somalian nigger huffing jenkem	2
<user> <user> also i find it very strange how men always seem to make it some completion of which gender is raped and murdered the most it should not be happening to anyone no matter the gender	0
that because the citizens are picking up the slack for the trash the muzzies don t pay for just generate	2
ricky is a kike named art tavana so do not waste your breath bro	2
fearless trump records 2 3 rd stock market high up <percent> since election nation you benefiting greatly in usurper ohell 1 st term hiring his harvard egg head buddy stock market never reached a new closing high godless dems mussie ohell suck seth rich saved u from beetch <user>	0
why would any white folk eat at a dirty coon shack anyway oh yea liberals fuck em charge em triple	0
charles is angry that one of his nigger bros got caught raping again	0
come on cunt lez go the money and powrr out da back door cunt face dike	1
contra kike lo mas de base fuego y agua la purificación del mundo sin ratas de peste	2
os pensais que vuestra mente kike me importa solo soys estupidos americanos de matar indios asquerosos	2
go get honor killed by your shitskin parents you ugly thot	2
a lawyer representing jordan salter <number> who was accused of bringing a knife to marjory stoneman douglas high school in parkland florida said he does not blame students for wanting to bring in weapons before you see the pic how many would bet it a niglet caught with a knife	2
real niggahs do not get in to that	0
and black olives gguk 😂	0
im tough im ambitious and i know exactly what i want if that makes me a bitch okay madonna quote	0
real nigger shit	2
you know these hoes wishy washy they will fuck yo potna and take all of yo gwalla	1
<user> unfortunately i think trump is right his impeachment may well fracture america the maga people will declare a hippiejewcommiemoslem conspiracy to destroy the red white and blue	0
<user> mister siddhant can you ask any one out of <number> country they can accept any other religion people as refugee go and ask and let me know otherwise do not try to spread your communist agenda here	0
<user> <user> <user> <user> the difference between an immigrant and a refugee is timing important to judge what is best for your circumstances	0
<user> <user> so then queer is not queer how about homosexuality does that still exist or do we not need to discuss that anymore either	0
if a white man steps into a closed room to negotiate anything for me and it starts or contains black people are from shithole countries that needs to be the end of negotiations and with great prejudice anything else just means i am one of the things to be sold	0
yall i have to go to work today at <time> and its cold af i bitch i might not make it ima freeze to death	0
<user> greta the psychotic retard	1
hot take asexuality is the absence or lack of a libido and is not inherently queer you can be ace and straight	0
avdol your grandfather is a slut	0
can you believe this brokedy broke nigger was over here with a white bitch in the park kissing seriously the white bitch more fucked up then the niggers are is not that like raping the handicapped seriously why would a white bitch choose a nigger <number> she be retarded drugged to	2
yez i am a slut <number> gossip xx	0
why when people see a fist they feel the need to rape a handshake	0
queer eye for the marxist guy	0
its kinda mad how i go around saying ima muslim yet i know nothing about my religion	0
at dss this shit really ghetto asf im uncomfortable 😣	0
i have a question answer honestly how many men prefer a slut over a passive woman how many women prefer to have multiple sex partners lastly is it wrong to have an open marriage	1
towel head ass	2
<user> <user> <user> how many white christian anglos explode ar muslim events on buses underground railways concerts gow many muslim female kids raped by christian sort your community out	0
nigger talking too much typical nigger	2
<user> <user> idk where you live because gnc girls get called dykes and else and a study shows gnc females get attacked more frequently than gnc males	0
do not kill yourself for spurs when my child is not in the car if you walk into the road i will carry on driving straight at you	0
this shit make your skin crawl they just trying to make a nigger elite	2
yeah justin icymi muslims toss queers off of tall buildings or hang them i guess it all depends on how they feel at the time	0
why could not mlk be a pro boxer lousy nigger could not take a shot to the head	2
the muzzies got another tentacle out there	2
fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human	2
btw isps are every bit as kiked and kike owned as social media and can censor much more severely by blocking sites entirely since isps are already cartelized and small isps cannot enter the market easily there is no alternative if internet becomes tv <number> and wrongthink is outright censored	2
lol you did not want to live in a country with a nigger president so you moved to mexico 😂 holy shit you boomers are priceless	1
catalonia which is over <percent> moslem have elected this ragheaded woman as their first female moslem mp that civic nationalism for ya	1
kim jong un is a chink magnet	2
there are too many mosques therefore they have no need to pray in the streets it is a form of intimidation that moslem shite use on a regular basis to create havoc and totally piss off the indigenous people stop islam stop koran ban street prayer keep fighting michael	2
all beaners back to taco land	2
<user> i did not know usher was moslem	0
we tried to tell them to throw out the beaners too but they just will not listen	2
tell him that he ruined star wars by having that nigger on oh and hold your head up high	2
by heard you mean you made it up in your tiny kike brain take my advice and leave the trolling to the pros shlomo	2
<user> he dindu nuffin	2
<user> just say homosexual why are you here to talk about women only	0
i am all about supporting trump on the issues that further our cause he extremely limited when it comes to wn activism though but he way better than following a mudshark whore like you want us to do	2
bro the deal with dprk is going forward and so is the investigation on hillary this is why the media is flooded with videos of crying beaner kids	2
i support girls joining the scouts there are too many trannies and dykes in the girl guide movement	2
taehyung i really like rm the world this bitch think he special 😔	0
joaquin phoenix performance in joker is what marvel fan think robert downey jr performance in endgame was	0
<user> <user> the strategy was to put up whoever did not support him cliff talked to him david talked to him	0
maybe i must make a thread of all my niggas pictures handles and all kunyiwe once	0
<user> <user> yeah but niggas only hate queer trans folk because white folk conditioned them to do so it not us it still them	0
<user> it all white people so i am nothing but skeptical	0
<user> no u misunderstood my tweet illegal hindu and sikh can not go back to muslim country due to fear of their life but illegal muslim immigrants can go back and indian muslim are indian they belongs to india only	0
<user> <user> the right of course has not been anti semitic before just like the daily mail has never been and neither is the spectator or telegraph comments section full of white supremacists it definitely the hippy labour lot that are anti semite	0
<user> just say i am an ugly dyke and go	0
<user> why do not muslim countries accept them as refugee	0
<user> same with feminists nothing about the raping gangs attacking <number> year old white girls nothing about fgm although they are starting to demand nhs clinics to treat the victims but never any demand for the arrest of these criminals will lead to moslem only wards to our disadvantage	2
i gotz muh diploma in writin i iz a clever nigger	2
now theres an image nigglets being shat out the ass of a race traitor white pig and a herd of monkeys dancing around her family members waiting for a turn to hump a human and not another porch monkey	2
good question if i have not eaten already i would of been triggered into getting one right now however that can wait tomorrow mm the one pizza you know a sand nigger will not make touch	2
remember to support the merchant right is not civic nationalism awesome based nigger loving kike faggot and his crew of fellow scam artists are here to save western civilization	2
believe or not that one of the lucky niglets	2
shock as nigger turns out to be a nigger	2
subtly homophobic news story this child is gay twitter influencer who still shits himself thoughts 😳 🤔 mike pence himself i like gays and even have a faggot friend but this is too much	1
<user> the true tolerance of the disgusting leftist maniacs omg a woman wishes another woman is raped talking about hate speech this woman should be shamed by every woman group on the left who claim to be for all women truly despicable somehow i do not believe she will be 😞	0
you all white whores are trashy as fuck it the <number> century you all pussy is a tragedy you all blk businessmen are ghetto as fuck helping some white bitch pussy that has a problem with blk ppl using bank or credit cards get a fucking dick in your pants	1
<user> is closing leaving a gap in slutty middle aged lady clubwear said <user> hold my white claw	0
bitches be like halsey and dating are officially jimin like move bitch thats my girl	1
my friend saying that suicide squad is better than avengers and i was like bitch say it again i triple dare you	0
4 ftsomething studs love tall women tho init	0
all funny til one of you bitches pop tf up floating in the gah damn river somewhere play with your sex toys not me	1
fuk all yall hoes go get a grip muthafuka biggie smalls intro words to juicy	0
<user> <user> <user> you are using an extremely rare example to make a point i do actually think then it would be an acceptable alternative however when someone is raped they are usually given a pill to prevent pregnancy carte blanch abortion is wrong	0
i have been making it a point to read more stories with lesbians other queer protagonists because i still experience random gay guilt as i am recovering from years of family conservative christianity it very validating healing to read stories that reflect your existence	0
thank goodness they are in america because they can not do that in a moslem country and even if they were able to they d be raped and beheaded	2
this is a nigger loving liberal	2
holy shit these people are the biggest kike faggots i have ever fucking seen how does this man keep his cool with all these aids babies in his face	2
i am more worried about muzzies and their proclivity towards raping killing random people and not sticking to their goats	1
i bet the dyke in the middle in the toughest man in the room	0
it is in <number> liberal nazi government party that lit forest fires and cut down toten poles when we left when a guy with hare lip lit forest fires continuously and raped and murdered children left behind and canibalism in <number> on vancouver island tlingiit territory recorded in our	0
<user> <user> when i saw video of her family members walking in the courtroom they all looked like white supremacist klansmen especially the males they did not look like they were used to wearing suits they d be more comfortable in white robes	0
oloriebi who sees morieba and moremi as potential opponents tries to blackmail morieba using her queer status enjoy this beautiful read for n2500 only laki rib o to chronicles a brief history of badly behaved women ayodele olof in tua de african literature the book dealer ng	0
some white ppl called me a stupid nigger last night	0
<user> poc can still be racist hun the only reason white racism doesnt exist is because white people aint ever been oppressed meanwhile black people latin americans asians etc have been oppressed she threw around the words be*ner <censored> and sp*c <censored> which are both racial slurs	0
this morbid yid with fleas brown only in his shithole	2
fought so hard to 🤐 the other day an trump supporter says here niggers brung gay in 1 9 8 0 💁 🏼 ‍ ♂️ wanted to get ha but 🤐	0
i am fucking done with this bitch	1
lrt im not one for excessive violence but fuck if that scene did not get my dick so hard when i first saw it	0
<user> he blew out smoke as he looked at the other raising an eyebrow and smirking a little classic white trash over here	0
<user> the hidden secret of canada is that <percent> of it is just like florida white trash still great country 🇨 🇦 🇺 🇸	2
one million blunts and i am back to the curb young white trash came back for the serve	0
<user> i cant handle their white asses 😭 😭	0
<user> his dumb white ass 😭	0
so not only is the church she represents nuts for allowing her to be a bishop but she nuts because she expecting muzzies to wander in looking for direction to mecca	1
wtf the russians have given their own shows to george galloway an anti white communist afshin rattansi a gay moslem communist now that fat sack of shit alex salmond rtuk is just as right on as the rest of the british media what so alternative about them anyway	0
my wife and i agree <percent> let mother nature cull the nigger herd	2
not a bad idea but why stop there i have always been curious how many tar babies an actual tar pit can hold we hope you have enjoyed your visit to the la brea nigger storage facility	2
that little asian thug had it coming you do what the police tell you to do does not matter the time does not matter the place that chink got what was coming to him blue lives matter these officers risk their lives for the employees of united boycott united is fucking stupid	2
firstly i am not a yank secondly is not not ain t and thirdly he is moslem so shove it fool and do not talk cack keak	2
look like jew york has been enriched by a bit of vibrant moslem diversity tonight enjoy	0
they are not going to be inspired to trudge off to work every day to generate gibs for mudshark single mothers women are net consumers of the wealth poured into the public trough men net generators why should they care about you one way or the other	2
i support trump <percent> and i think he knows that britain needs a trump like the dyke needed that little boys finger	2
stop niggafying every cartoon if they made the proud family white yall would riot	0
today in shae can only tight kite in blackjack apparently	0
niggas love acting like they know more than you	0
some dykes be grown as hell dressing like they mom said they not allowed to get boy clothes 😂	1
partly cloudy today with a high of 8 9 f and a low of 7 1 f cl tux	0
on top of that you can just read the replies and see people want a reason to disrespect blacks because a person made a comment on how you speak which is a fact every race has a certain characteristic in the way they talk which relates to their race	0
tht nigga bored and i really just wish he leave me alone lik	0
fite me niggers first login in <number> million years in sea server and gut a fu hua 5 weap hahahaha id <number> — playing honkai impact <number>	2
<user> <user> my family is cuban and even they hate you guys lmao you guys are just a bunch of white saviors trying to protect people who do not need protection	0
so vibrant everything a nigger touches is ruined	2
bitches just wear they bra and swear it their halloween costume saying i am a slutty schoolgirl no bitch you a victoria secret mannequin	1
i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out	2
nj is the shit stain of america dems are pussies afraid of their own shadows i hope muslims piss on every white nigger in jersey fucking scum	2
<user> <user> i fucking hate you so much 😂 😂 😂	0
<user> are you saying no white person has ever been killed by the police	0
bjp militant wing rss the rss aima to kill all the minorities from india to make it a pure hindu state	0
<user> <user> gutsy now means staying with a rapist defending said rapist destroying women he raped and hanging on to said man to ride in on his coattails sad	0
tariq being a bigger nigger than the rest should this nation come unglued when it comes down to nuggets and spikes it will be a hoot	2
juan is about as much of a fucking a stupid ass nigger as any juan can get libtards like this fucking nigger black democrat asshole have exhausted their statute of limitations much in the same way that white gop fucking stupid ass feminist bush whore bitches like perino bitchtwat have exhausted theirs	2
y know what i never see any criticism of jew on goy commentary anywhere it fucking terrible jew censorship works like herpes it all over the place but you have gotta be super special to avoid it hook nosed kike cunts	2
lesbian police chief fired white male officers just got sacked by burqa betsy who chose murdering mudslime over gay vote whatever will burqa betsy do when she loses election and police do not respond to the calls for help when her mudslime demand entry to her home and bedroom	2
love pissing off the kike 😀 🤣 🤣	1
works great on muzzies too	1
will there be an option to submit our own jared i have got a freaking library of kike professors teachers etc etc	1
another foreign born gay moslem	0
super ugly nigger bitch drowns her <number> day old baby	2
according to explosive new revelations in wolff new book trump reportedly smacked a female white house staffer on the ass and said i am that gorilla dick nigga i make dyke pussy wet you got about ten seconds to show me that hole cuz this gorilla dick daddy is hungry	2
eww a mudshark with a niglet	2
subhuman bald cuban spic	2
your prime minister is too busy lashing at russia with unfounded charges with no evidence to care about little british girls being raped and abused by smelly paki filth	2
<user> it was cynical for moslem countries to force western countries to take them not take any of their own and now the hosts are forced to adapt to their parasites way of life	0
prolly heard ima hoe from a hoe 😤	0
when you watch the first episode of sabrina and white male patriarchy is used unironically it was going so well 😂	0
you too old for him hoe lets relax	1
bitches love bath and body works but hate to put they body in a bath and go to work i can not with these bitches	1
a white man held the door open for me and i did not realize until i had opened the other door for myself and walked out i missed my chance for reparations	0
being a slut just takes too much effort	1
just another day in kikey la la land	2
he used to be a wrestler but now goes to college as the only male dancer he could help me become better at violence	0
nigga wasted they money on 2 k that bih poo	0
lemme tell yall about this hideous ass spaghetti i had yesterday i decided to let me mom boyfriend cook strike one this nigga only know how to make tacos and when he make taco he put spinach and onions in the fucking taco meat no seasoning	0
people are still retarded i see	0
go suck a dick fagit kike	2
<user> <user> <user> <user> <user> using the word feminazi is disrespectful it you attempting to silence and demean women and women equality feminist are just looking for equal rights you apparently have a problem with equal rights	0
n that doesnt matter how many times shadow or net ppl tell danny no means no be the best caise if i can get rid of shadow then ppl wont realize how many ppl danny has raped etc	0
how buck white ass shoes look untouched in all this madness 911 on fox	0
taylor swift is a natural beauty if you compare her to the sheboons in the music industry i understand why men flock to her	1
had this dumb biatch not been a nigress she would be sucking cock or cleaning toilets for money but a nigress who can speak in full sentences that an instant celebrity	2
good replace that fence sitter swing vote then tee up to replace ruth buzzie jewberg and co tribalist kike bryer	2
you cant either pussy all talk no action threats accusations hypocrisy and cowardice typical kike rat	2
<user> the white bitch in the middle sealed the deal	1
the bride is a gold digging nigger whore	2
<user> <user> <user> <user> stop the harassment	0
i am reading negative goodreads reviews about this book on sri lankan refugees called the boat people and all of the negative reviews are from patriarchal white canadians can not say i am surprised	0
yeah sure sperg take your kike shill bullshit somewhere else	2
i do not even wanna be a faggot anymore queer eye ruined it for us all	0
stream every ghetto every city by clairo	0
amber rose new bd look like a dyke 😭	2
again why the left feel compelled to indulge their derangement into politics is beyond me she obviously has no skill in art so next best thing is to draw attention to herself in the name of art she is hollywood in a dyke persona	1
keep telling us how bored we are hymie	1
shes a fat kike lol	2
am i wrong that lgbtq could by definition just be reduced to q such that we could just get back to <number> and start calling all the sexual deviants queers again and that would be politically correct	0
dykes and faggots are mentally ill perverts believe it one dyke is usually the masculine male dyke and the other is its wife hahahahahahahaha idiots	2
neither are on our side especially that rat kike shapiro he a never trump shadowcon	2
<user> the biggest enemy u have is yourself in ulster it the sf pan catholic front demanding abortion liberalisation homo faggot rights skank equality the prod dup are the social conservatives resisting this jew marxist attack as for shitskin immigration u should give a fuck	2
mudder theresa may is a useless mudshark and no mistake	2
taehyung just joined university works part time in a coffee shop with yoongi gay	0
the rosacea disorder can be confused with and co exist with acne vulgaris and or seborrhoeic dermatitis	0
lrt only white people can fuck up queso like that huh	0
cops just have to search his crib if they find his pantry full of fruit roll ups gushers and capri sun take that nigga to jail	0
charwe in full nehanda charwe nyakasikana born <number> — died <date> one of the major spiritual leaders of african resistance to white rule during the late 1 9 th century in what is now zimbabwe	0
in listening how to catch a gay nigga <user> come here	0
<user> fellas is it gay	0
officially starting my slut phase	0
we need to stop all id to the nigger nations le the sub humans fend for themselves let mother nature cull the feral herds nothing better than niggers getting rid of niggers	2
yes the bear and eagle imagination equivalent to a nigger	2
wakanda forever niggers <user>	2
niggas talk about bruh for kissin teanna trump like the hoe they currently fuckin not doin the same shit niggas dnt even make sense	0
it not safe for muzzies lee lee deus vult	2
she a dyke and i am a femme it a synonym	0
i just want some titties man that it if i could wake up to some titties i d be fine	0
sick of people saying asians are not poc bc of how east asians are pale lightskinned even tho that argument is invalid bc they are still considered poc since they are asian aka not white you all eliminate south southeast asians and forget that they are um very much tan dark	0
chimmy ching chong great wall	1
<user> <user> ching chong ching chong you <number>	1
<user> ching chong	1
<user> ew you kpoop ching chong stan 😷 😷 😷 and biackp nk ew yikes disgustang	1
all you all wanna be homosexual but you should be hoe no sexual	0
<user> <user> if she d killed a white person she would have been fried by now	0
<user> <user> white coats come along ma am hillary oh i seem to have lost a shoe white coats come along ma am	0
i mean i understand dracula i d kill all of humanity too if they wrongfully burned lisa at the stake	0
when the beaner army rushes the border will trump have the stomach to order troops to fire on them	2
man is a fucking idiot dawg	0
<user> avoid shaking hands with chinaman satanist lee hsien loong black magic suspicion	0
what up faggots	0
modi modia and it cell after seeing the go back modi trend hum hairaan hain hamare hi desh me hamari hi mari ja rahi hai bhai kahi inko hamse zada payment to nahi mil rahi na hum hairaan hain the ppl who trend it is not bikau like you bloody sold faggots getwellsoon modi a	0
it really sad to see the fundamental shittiness that causes people to be homophobic racist and transphobic is just as common in the queer community as the cishet community i expect us to be better but i am dissapointed every time	0
lmao the fucking lying slut	1
nigel farage edward the 8 th the brits should crown nigel before nignog babies inherit the throne	2
<user> is a creative external processor of emotions queer black tweeter and meme connoisseur from england matthias works to create a safe space for everyone to feel that they are not alone and that their experiences are valid he also enjoys getting rather silly	0
in the manga lucy called plue key white doggy instead of nikora the canis minor pun bot	0
only respecting women you are attracted to is not respecting women	0
hi everyone just letting you know that it okay to be white auspol	0
let it go if the hoe want hoe than let it go	1
like this is the same bitch who refuses to let the owner give me the raise and position he promised me bc she does not want me to make that much money words from her mouth same bitch who buys new designer bags and dogs like it nothing	1
send me cursed shit	0
customer can you help me find a foundation for my skin type me yes of course i do not wear foundation anymore myself bu c can you get me someone who knows what they are talking about bitch i have tried half the foundations in this store i just do not wear foundation	0
twitter really be therapeutic fr yal niggers are hilarious in moments of sadness	1
them asian girls that be acting black wit the acrylics the baby hairs laid irk me more than white bitches wit box braids 😂 😂 😂	1
the white east asian dudebros love having an asian guy saying this shit bc they can say it not racist if his family was asian immigrants	0
maybe it just the tacky emo redneck lesbian in me but hongjoongs hair is cool and good i think	0
<user> those niggers get paid	2
it is funny how the progressives go so hard after every christian about their beleifs on homosexuality but conveniently overlook the horrendous amount of abuse and outright hate crimes and killings of gays in many moslem countries and controlled areas	0
wait i missed something why are you saying the ds split from the alt right the only person i see acting weird is you by trying to defend a racemixed kike woman	2
i am not down with faggots thinking it cool to have non white allies making fun quirky content for us fuck outta here nigger lover	2
it was in an attempt to find this sweat that i found out you are not a chink after all still do not know where to watch the stream and tbh do not know where to turn at this point	2
sounds like a muzrat name	2
<user> they are ready to rape her themselves	0
<user> i cometely agree the playbook has been around since the 1 8 6 0 white men wanting to take back the country it frighteningly similar to post reconstruction violence and terror	0
pl is a faggot	1
<user> <user> <user> <user> <user> oh this is just wendy theme she did this shit at the beginning of september over the diy rape kits as well she doubles down instead of listening to rape survivors	0
chosen iq gab crashed and sent my reply unfinished embarrassing point is this guy is a dirty nigger	2
<user> you are easily the best youtuber out there but you are still a nigger	2
at least she does not look like a man like <percent> of negresses out there the remaining <percent> just look like hermaphrodites lol btw i mute niggers go ahead and reply like a retarded monkey knowing i will never read your ooks and eeks	2
why are people surprised by the dimwitted response of some air headed mudshark	2
another ignorant yank the injuns are immigrants like us fucking mongoloids from asia just like jews but they were immigrants not kike landsquatters	2
cuz she is a dumb whore who wanted the moslem filth in her country in the first place she deserved to die	2
and some kike loving people with degrees who are fucking delusional	1
dose you can not even spell moron who would listen to a dumb illiterate kike like you	1
do not even get me started on taylor swift how many honky tonks did she work in for shit pay to develop her craft oh snap that right she just good looking for tv and can sing karaoke	0
no really shut that brainless retarded oaf head	1
kassius ohno was attacked backstage by curt hawkins with a phoenix splash at no mercy	0
the bridesmaid does not expect the grape crusher to rate the meal	0
thought she was a pretty rickey bitch but she like yo gotti	0
<user> <user> she grown and can do what she wants talk to my friends nice bitch	1
how rich is this yet played by a nigger	2
trash that queer lgbt people feel the need to find someone in our community to oppress like fuckin stop that shit it ugly	2
ugh time to be a pumpkin slut	0
dykes be moaning when they get they strap sucked them nigga bitches retarded	1
