post	label	language
Sabes provocar eructos aposta sin necesidad de beber cocacola ni nada con gas? — Sois una puta pesadilla. https://t.co/e8arK9voDg	0	spanish
Nosotros como tu dices seremos gentuza,tu eres una gran hija de puta,además con pinta de zorra@LaFallaras	1	spanish
Refugios de menores inmigrantes en manos de depredadores sexuales ⁦@EPN⁩ ⁦@lopezobrador_⁩ ⁦@M_OlgaSCordero⁩ ⁦@AristeguiOnline⁩ ⁦@CIDH⁩ ⁦@CIDHMX⁩  https://t.co/u1FyOerA5D https://t.co/JVHD6DEgY8	0	spanish
ojalá poder pegarle un puñetazo a mi cerebro y decirle que me deje ya en paz macho que insistente eres cállate ya la puta boca joder	0	spanish
@ami_abud callate gorda babosa igual q tu perra	1	spanish
@TxeisoBF @ian554 @oslaru @23Raczynski @ciudhast @GirautaOficial @policia @guardiacivil Tú eres la PERRA BASTARDA que justificó el asesinato de un Patriota porque era falangista. Eres una mierda SECESIONISTA, y una basura MARXISTA ¿y te atreves a califica	1	spanish
@mundodeportivo @AntoGriezmann Poco os mereceis hijos de puta 😂😂😂😂😂	0	spanish
@AmericaMirandaR Puta, tantos años de ser bff y ni sabes que perfectamente yo te puedo enseñar. 😒	1	spanish
Me ha gustado un vídeo de @YouTube (https://t.co/aUa4gDQJqf - CAILLOU ENTRA EN LA MATRIX (Episodio 5) Español sudaca HD).	0	spanish
@joeldavid26 On tu eres muy perra	1	spanish
@nayibha @proxydelKremlin @francesc112233 Tú apoyas a la escoria terrorista del estado español puto imbécil	0	spanish
De repente me siguieron 3 cuentas verificadas arabes, help no quiero morir	0	spanish
@As_TomasRoncero @elchiringuitotv Cállate la boca gordo hijo de puta	0	spanish
Lo de Salou solo es el principio. Ya están saliendo muchos autocares rumbo a Cataluña llenos de subsaharianos, porque dicen que allí Colau lis trata de lujo	0	spanish
"""Mientras el presidente okupa sigue de vacaciones cada día llegan a España cientos de inmigrantes ilegales por el efecto llamada provocado por el Gobierno. Ya han llegado más ilegales que en todo 2017. Y lo que preocupa a Bruselas es el """"riesgo populista"""". https://t.co/dXYvuxjOXH"""	0	spanish
Hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas ya que no tienen ni pies ni cabeza	1	spanish
Quien coño esta votando me cago en la puta os merecéis un machete en la tráquea siempre fiel a las lentejas cabrones https://t.co/ifqcSLX3qi	0	spanish
Cifra de inmigrantes indocumentados que llegó a España ya supera a la de todo el 2017 https://t.co/mTm5CVarBk	0	spanish
Un día largo CALLATE HIJO DE PUTA ESTABAS JUGANDO AL PÁDEL	0	spanish
No entiendo porque la vida es así..ellos son escoria..son delincuentes..Nosotros merecíamos más ese título. Que hicimos mal?😖	0	spanish
LAS GANADORAS DEL PRIMER SORTEO DE ENTRADAS PARA LA ÚNICA FIESTA EXCLUSIVA PARA MAYORES DE 18 AÑOS DE SUDACA&amp;LA ISLA‼️ @melanicolinaa FELICITACIONES NOS COMUNICAREMOS POR PRIVADO CONTIGO‼️ https://t.co/i28u0VSHiH	0	spanish
Y tenes la cara para decir “se lo merecía” PERRA DEJAME NO DECIRTE LO QUE TE MERECES PORQUE NO ESTOY TRATANDO DE QUE ME SUSPENDAN. Y LUEGO, intentas venir por bts porque claro, por qué no?	1	spanish
@ainoatundidor3 Callate, q tu si q t presenta. Pedazo d perra	1	spanish
Les arabes 😭 https://t.co/C74kOciSi6	0	spanish
@lortegadiaz Coño eh tu madre maldita perra pudrete mamagueba Tu eres culpable	1	spanish
@Asensifc Pasa buenas fiestas con tu familia tu que puedes. #EseEsElMensaje y callate la puta boca. #nimurcianasnihostias. Y las hostias q te deberian dar a ti por puto bocaza.	0	spanish
@Noe_Urdangaray @pilar_diz Aunque no todos seamos violadores, no la culpo en absoluto. Si no eres como esa escoria no hay por qué sentirse ofendido.	0	spanish
@Droidcraft_YT @CriistianDraw @httpsJoao_ @La_Avionetah callate hijo de tu puta madre	0	spanish
#MeToo Escándalos de acoso sexual y el riesgo de banalizar la violación https://t.co/GJKFEFa4Tn vía @HiloDirecto	0	spanish
Según mi abuela Natacha Jaitt se merecía que le pegue su ex. Por haberle hecho 'eso' a Latorre, por qué es puta, por qué salió tarde, por qué fue mala toda la vida. https://t.co/cMGdAYrkdC	1	spanish
Jajajaja! Qué tíos cachondos los albañiles: https://t.co/bbRkSBowj7 Cómo bromean.	0	spanish
De ella me quedo el gusto por la música árabe ☺	0	spanish
Laredo Texas: Aseguran a 25 indocumentados 14 viajaban escondidos en cajas de carton https://t.co/xvKn8B8a42	0	spanish
@fabiopFlamengo @Matias10amil @TyCSports Callate vos chupa pija te comiste 7 de alemania cornudo hijo de puta	0	spanish
Denuncian abuso sexual en refugio de niños inmigrantes de Arizona | Diario Noticias Web https://t.co/HqA8wgNWPr	0	spanish
Perro @amarchesin1 ponte a leer sudaca https://t.co/ERwBeNGsdg	1	spanish
@sr_hater_ Claro, por subir la foto que le dé la puta gana a su Twitter es una guarra. Asocias enseñar carne con ser guarra. Espero que seas de los que lleva jersey de cuello alto en pleno verano.	0	spanish
Al dueño borracho d este coche q m acabo d encontrar abandonado en una cuneta: mereces lo q t ha pasado hijo d puta. X suerte nadie se cruzó en tu camino. https://t.co/YlGaDuRUGw	0	spanish
@juanbrujox @darias171 @TSJ_Legitimo @CybernetVzla @jcsosazpurua Dr. En que materia lo enseñaron ese vocabulario de perra de burdel?	0	spanish
Instan a granjeros de Colorado a “defender” a sus trabajadores indocumentados https://t.co/kDF5VcA7jw https://t.co/gZrDAnOZmj	0	spanish
Acabas en los calabozos t desahucian d tu casa y si t atreves a protestar, t denuncian por ser una sin papeles y t mandan d vuelta a tu pais de origen por ilegal.Vamos lo mismo que si entras en España ilegalmente. Ahhh no q aquí t dan papeles y una paga. Seran Fachas en España. https://t.co/VsAnkVIKIY	1	spanish
Buenos días Güera, solo pasó a desearte u lindo fin de semana en compañía de tú Príncipe. Qué se diviertan mucho y disfruten.😘😘❤️❤️ Besitos. https://t.co/RIOvnfFL0n	0	spanish
¿Hipocresía de Estados Unidos frente al conflicto nicaragüense? https://t.co/pJDIYMmXEn vía @cnnee	0	spanish
@cualquiercositv @elonmusk CALLATE PUTA DE MIERDA, RESPETA AL DIOS	1	spanish
Mecagontodo 2 tíos en clase aprueban y llevan 35 min quejándose de su nota tío que has aprobado callate la puta boca 😂	0	spanish
Placer morboso posar la punta de mi polla en tu coño y empujar despacio, sentir como se amolda a mis venas, la presión al pasar, ese calor húmedo que me pone tan cachondo https://t.co/vvktEApjnG	0	spanish
PA Q TU ME RECLAMAS, HAY MILES DE MUJERES Q DICEN Q ME AMAN PERO TU ERES LA PUTA Q SIEMPRE YO MONTO EN EN LA CAMA	1	spanish
@ColiTerry Escuché muy atentamente su intervención y no pudo decir más tonterías en menos tiempo. No tiene ni puta idea de nada y menos de vela. Te leeré en el ABC	0	spanish
👏🏽Applausos para ti @Dal_air 🎉🎊🎈Muchas felicidades Güera, es asombroso ver y leer, todo lo que has crecido.🎈🎉🎊🎉 https://t.co/Al6ozKvPzs	0	spanish
ESAS COSAS Y OTRAS PUEDEN PASAR POR MANTENER A LA INMIGRACION ILEGAL EN ESPAÑA Y NO EXPULSARLOS ¿NO? - La agresión de los manteros a un turista pone a Colau en un aprieto https://t.co/C7mZWXAl9P vía @Elperiodico	1	spanish
@yaitzaxavi @victoirefrmhell @WWE @RealPaigeWWE Callate zorra cara de mono	1	spanish
Buah chaval se me han saltado las lagrimas de lo bien que lo ha hecho. ANA WAR ERES LA PUTA AMA TIA TE MERECES TODO Y ESTAMOS ORGULLOSOS DE TI JODER #OTDirecto16D	0	spanish
Nuestra directora ejecutiva Alexandra Sossa estará hablando en la radio sobre problemas que uno confronta en el trabajo. Sintonice para mas información!  “El show de la Güera” Lunes 20 de... https://t.co/iKonkQR1gl	0	spanish
Que Las Mujeres Son Perras🐶 o.O ? No Parcero No Hay Mujer Perra🐶 Sino Cansada De Que Un Hombre No Le Demuestre... https://t.co/ScXTRGZHdn	0	spanish
De los moros no se puede esperar nada bueno, y esto te lo dicen los propios árabes. Que también han luchado contra ellos.  #StopInvasion #StopIslam #Closeborders #Openborders. https://t.co/MfmBlBK55I	1	spanish
es muy obvio q van a perder mi hermana es una puta y tu novia es él	1	spanish
Lo mejor que le paso a Florida fue que hubiera competencia de Sudaca , porque ahora todos meten buenas ofertas 😏	0	spanish
@candezds Callate puta si vos te tomas hasta el agua de la zanja	1	spanish
Esta chica denuncia una violación invisibilizada y lo que os preocupa es que diga que el agresor tenía polla. Sois imbéciles. https://t.co/ZeBi9EIIR1	0	spanish
Siento que mi güera @_elan_ vino a rompernos el estereotipo de la tía que se la pasa cuidando a sus chingos de plantas en su casa y a sus gatos.	0	spanish
No soy racista pero QUE ASCO DAN LOS PUTOS MOROS. COMO DEPENDIESE DE MI QUE ENTRASEN EN ESPAÑA LO LLEVABAN CLARO ESTOS IMPRESENTABLES GUARROS Y MAL OLIENTES	1	spanish
Y hoy sábado también se trabaja! Porque tocó ser linda pero no millonaria 😂😂 😋😋 #cdmx #chistesito #imagentvmx #excelsiortv #trabajandito #venezolana #inmigrante en Distrito Federal, Mexico https://t.co/YcN0syvqr5	0	spanish
@JesusLM95 tuitwer es una erramienta q puede llegar a todo el mundo... Si pudiésemos hacerles llegar al mundo árabe esa posibilidad de mostrarnos su cariño por nuestra tierra como tanto dicen... Mediante la ayuda al club del CALIFATO.... PARA ELLOS 5 O 10 MILLONES NO SON NADA...	0	spanish
No me viste borracha, no me viste loca por nadie, simplemente no me viste. Así que cállate la puta boca.	0	spanish
Me pasa con mis amigos árabes :v https://t.co/OeEAAKeBDS	0	spanish
@srtabebi Solían decir caca 💩 por la boca, se merecían un poco de cinta aislante pa' cerrarla de una puta vez. Son precisamente los actos y frases del día día, los micromachismos más anclados en la sociedad, los que jamás nos dejarán avanzar. Estas navid	0	spanish
Puta madre, buscar trabajo en México, es entrevistarte con Argentinos, Colombianos, Peruanos, Brasileños y mis favoritos: zafios gachupines para que te den chamba en tu propio país.	0	spanish
@Brisaagg Callate maldita zorra, te extraño volve ya	1	spanish
Y tú eres la perra mayor, Hux. No te muerdas la lengua. —Rueda los ojos, colocándose aquel gorro y quitándole el polvo de encima, deteniéndose de golpe frente a el.— Y he acabado mi entrenamiento de hoy, así que, no. https://t.co/CM2pbnNCc4	0	spanish
@vikidonda Cállate negra de mierda. Tu jefe político se cago en el los jubilados cuando fue jefe de gabinete. Flor de hija de puta Sos	1	spanish
Todo tu eres bien perra mamaguevo JAJAJAJAJAJAJAJA. https://t.co/DQOZUpIGXv	1	spanish
@HdzJaleny Cállate perra por qué yo tq	1	spanish
El master de Casado no ha sido gratis. Lo van a pagar los inmigrantes. https://t.co/qkL0KCJDIQ	0	spanish
Gracias a dios mis papas me enseñaron hablar bastante bien y no ando por la calle gritandome puta con 'amigas' 😊	0	spanish
@ladivaza Vamos DIVAZA TU PUEDES 💝👑 TU ERES LA MAS PERRA ❤🎆👑	1	spanish
a VER SI ES VERDAD Y, dejando de ser un bulo, se impone un poco de cordura en Europa . https://t.co/J3MmINOPzj	0	spanish
@CamiIa_CabeIIof Me olvidé un millón de cosas, pero bueno, tu novia es muy doris. TE AMO MUCHO, ZORRA. ME ENCANTAS DEMASIADO.	0	spanish
@VictoriaChi_ Puta que sad callate	1	spanish
Ya si eso, después de los negros, moros, sudacas, chinos y demás, ya si eso, nos centramos en ayudar a españoles en ESPAÑA. Hijo de puta traidor. https://t.co/bj0wloOTzm	1	spanish
Ufff cuando suena árabe en le lac se me para el pene	0	spanish
Todo es ji ji y ja ja con los chistes sobre árabes y bombas hasta que te toca con uno de ellos en un vuelo	1	spanish
@TetasHD Movimiento SEMEN RT please!	0	spanish
@AngieDeviluke Lo unico que te mereces por ser una puta barata jajaja	1	spanish
CÁLLATE PUTA ZORRA BORRACHA DROGADICTA https://t.co/60lgyRsEfk	1	spanish
la novia es mas puta y el pelotudo sigue estando con ella , ni pa bosta la mina mas zorra y el ni hablar mas gil todavía , le re kbio	1	spanish
Hay una chica que grita como la puta madre CALLATE POR DIOS #CNCOConSG	0	spanish
@3LigasEn10Anos @alvaroojeda80 Tu eres el alemán tonto que usa el traductor porque no tiene ni puta idea de hablar español y que dice gilipolleces en Youtube? Viva España que es y será siempre tu país🇪🇸🇪🇸🇪🇸!!	0	spanish
"""Varios me han dicho """"chama pero vente sin papeles, vete de Venezuela con la cédula"""" pregunta ¿ustedes son mrcos o que? Dejen de estar fomentando la ilegalidad por muy desesperado que estés no hagas esa cagada.... https://t.co/7SYoMjeG88"""	0	spanish
Que horrible verte así Sofi, como te voy a extrañar mi perra loca! Espero que estes en un lugar mejor, y tengas todo lo que mereces!	1	spanish
@DVDFRRP @niluspc @sextaNoticias Imbécil dice!! Luego vais de educados y pacíficos y sois auténtica escoria....basura	0	spanish
@La_SER @SERCatalunya Callate cara de culo y jodete en la puta cárcel	0	spanish
@PhilipMarlowe10 @quimforn Tu eres un poco bastante hijo de la gran puta no? Y no es una pregunta cabronazo. Es una jodida afirmación #alertaporhijodeputa #alertacabronazo #alertatuputamadre	0	spanish
NADA COLAU @AdaColau⁩ la protectora de moromierdas delincuentes y violadores tapa otra reyerta de #Manteros en #Barcelona https://t.co/VUhdoAYmIy  Compartido desde tu tablón de Google	1	spanish
Y muchas de esas Miles de violaciones son de parte de tus queridos refugiados. Por cierto estafador ponte a trabajar como las personas https://t.co/bgiV5GdMv5	1	spanish
HAY COSAS QUE POR SABIDAS SE CALLAN PERO POR CALLADAS NOS OLVIDAMOS DE QUE EXISTEN PAGARAS PERRA Y CON LO QUE MAS TE DUELE TUS HIJOS AUNQUE TINES CARA DE LESBYCA https://t.co/fEjCFaBAHE	1	spanish
@dayaneishka_s TU ERES BIEN PUTA NO TE IMPORTA NAHH. 😂	1	spanish
@SuperFedePirata @checharlu #TodasPutas y una vuelve con el poporopo como una flo	1	spanish
@julietamarien_ Jajaja callate que vos tampoco te quedas atras zorra	1	spanish
solo quiero mover el culo con arabe y venirme a dormir	0	spanish
CHILE UNIDOS NO MAS INMIGRANTES BASTA @biobio @sebastianpinera https://t.co/GYQiRrSr5U	1	spanish
Cuando no tienen a ETA, o a Catalunya o los inmigrantes o todos a la vez, la cuestión es hablar de algo, con lo que supuestamente les gusta el dinero ajeno podian hablar alguna vez de corrupcción. https://t.co/yuuD5kpTEF	0	spanish
Si nunca has sido víctima de acoso, abuso o violación es complicadísimo que entiendas el dolor, miedo e impotencia que te invaden. Y no, callarse no es la solución.	0	spanish
@IrantzuVarela @redequomujeres Eso es no tener ni puta idea de gestión ni dos dedos de frente, al margen de lo patriarcal.	0	spanish
Cállate madre perra culiá maraca conchetumare hija de la Daniela Chávez que tiene las panderetas de la zorra colgando. Saludos cordiales. Beso en el poto que te rompemos año a año en La Ruca 😘 https://t.co/j1HWOWSTOZ	1	spanish
@CamSmith0 @living_randomly @JadeDaGemstone @abbn0rmal_ @ogIiIIy_ I call my best friend puta zorra cerda imbécil. True love.	1	spanish
@juliamengo Callate imbécil infradotada de mierda y escribí bien. ESCRIBÍ BIEN QUE TE HACÉS LLAMAR COMUNICADORA SOCIAL HIJA DE PUTA	1	spanish
M.Rajoy en los papeles de Barcenas, NO es Mariano Rajoy  Pablo Casado aprueba el master sin ir a clase, sin hacer exámenes y convalidando 18 de 22 asignaturas  2 casos que millones de ciudadanos vemos claro pero los jueces NO  #CasadoDimision #MasterCasado https://t.co/XatDTWK1qf	0	spanish
@FilmusDaniel Callate hijo de puta. Fuiste una mierda y vas a terminar tu vida siendo una mierda.	0	spanish
Pásame la receta. Si son empanadas árabes me como una docena https://t.co/mraWpDDIys	0	spanish
@OmarPrietoGob Omar Prieto: “Extranjero sin identificación será puesto en la frontera”ENVÍA AL EJERCITO A TOMAR CONTROL DE LAS PULGAS PLATANEROS Y CURVA DE AHÍ PARA QUE VEAS COMO HAY COLOMBIANOS INDOCUMENTADOS COMO MONTE AHÍ DE BUHONERS PORQUE LA POLICÍA LA GUARDIA ESTÁN CORRUP	1	spanish
El Ministerio de Exteriores de Arabia Saudita ha declarado persona  non grata al embajador de Canadá en Riad. Al diplomático le han dado un  plazo de 24 horas para abandonar el país. Al mismo tiempo, el servicio  diplomático del país árabe ha convocado a su embajador en Ottawa.	0	spanish
Cállate Zorra' el 'cállate perro' de este semestre😊	0	spanish
#ninjasdelcholloenp RETO: te reto a pegarte en la cara la mayor cantidad de ganchos de ropa( no vas a superar los 10) saludos desde chile @ninjasdelchollo 🔥 https://t.co/FtZEa3Jid8	0	spanish
Un tío me ha tirado ficha por la foto con la olla en la puta cabeza en Instagram de verdad ya es que no puedo enseñar ni mi olla roñosa	0	spanish
#OmarPrieto, gobernador del Zulia, anunció que extranjeros indocumentados serán deportados. #extranjeros en #venezuela? El unico #extranjero que toda #venezuela queremos #deporten se llama @NicolasMaduro #MaduroGenocida #MaduroAcabóConVzla #maduroesmuerte	1	spanish
extraño a mi árabe facho pq soy una maldita clingyyy ): 💔	0	spanish
Mientras no te afecte, cállate la puta boca, que os la sude lo que haga la gente, pesaos, cansinos, callad ya uf	0	spanish
@MauricioMaurox @alansaldana7 Ojala usaras vestidos y tacos para que seas felíz como mereces perra	1	spanish
@beleen0 Cállate zorra que no fuiste capaz de contestar mi mensaje 😒	1	spanish
@elopi23 La celebración de Carmona algún sportinguista aún tiene la polla en la garganta #elproblemanoerapacoherrera	0	spanish
Los comunistas, han pasado de disparar a los que huyendo saltaban el muro en Berlín, a si eres subsahariano darte paguita @iunida	1	spanish
@TowandaRebels Soy puta y sois las mujeres más repugnantes que espero nunca tirarme a la cara nadie nos obliga y NO ME VIOLAN	1	spanish
@diarioas Le pega primero en la cara 'tonto la polla'	0	spanish
"""El Partido Popular considera contradictorio el anuncio del PSOE de que retirará las concertinas de Ceuta y Melilla porque """"las pusieron ellos""""  https://t.co/EDk8c8AKgb"""	0	spanish
La feminidad busca igualdad, el feminismo sólo el poder' https://t.co/qVgvNGne1H	0	spanish
@YolandaRuizRCN @elespectador Se puede llamar acoso cuando algunas mujeres usan minifaldas, escotes, descaderados, transparencias etc, para provocarnos ?	1	spanish
@AixaGimenez18 Callate puta y anda a dormir	1	spanish
@Jaime_Parejo Has visto a Adán decir 'mi novia es sevillista y es una puta más' en un vídeo colgado por el Betis en su cuenta de Twitter?	0	spanish
Que vicio, todo el tiempo escuchando arabe	0	spanish
Talvez la inmigración es también algo muy arraigado entre los nicas, mis tíos tuvieron que huir del servicio militar para salvaguardar sus vidas. Hoy no se arrepienten, pues tanta sangre no ha valido la pena #SOSNICARAGUA	0	spanish
@EJCJ @MartinaSotoPose No creo que nadie confunda acoso con seducción ni violación con fantasia sexual.	0	spanish
@selinac66283070 Es más, a mí debería importarme una puta mierda que tú por la playa vayas enseñando el rabo. Es asunto tuyo.No mío. Ni de nadie más. De la misma forma, si tú usas tu desnudez PARA TRABAJAR, es asunto tuyo. Y si yo quiero verte en pelotas,	0	spanish
@mj_vasquezv Jajajaja callate zorra	1	spanish
E insisto con esto de 'libertad de expresión, puedo decir lo que quiero' claro, nunca en la puta historia enseñaron el concepto de libertad. Que claro, va de la mano con la Responsabilidad. Es decir, q lo que expreses de manera libre tiene q ser de forma responsable.	0	spanish
@UnicornHappy13 CALLATE PERRA!! :'v	1	spanish
@peachwall Aaaaayy CÁLLATE NSMSJS TE JURO QUE AÚN SIENTO QUE NO ES REAL NO MAMES QUE CLASE DE PUTA SUERTE ES ESTA ?? 😭😭😭	0	spanish
Esto es posesión, machismo, acoso, violación a la intimidad de la persona, y nadie cae en la cuenta que están así por “un cariño” que acaba siendo una tortura. https://t.co/owf0retc4c	0	spanish
Los tomas asi puro como si fuera jugo y cuando te querés rescatar estas hablando en árabe https://t.co/hx0XHMN5AC	0	spanish
@perraysex Tu eres la puta más puta con cualquier tanga....te uso el culo como depósito de semen	1	spanish
Okeyy puta envíame una enseñando un poco mas y te tradeo en Ebay por una nintendo switch que tengo ganas de jugar al super mario ( eso es que tienes mucho valor para mi) https://t.co/5yNotSLhmu	1	spanish
Siempre me cargó ese cuico culiao aspiracional, súperalo amigo, eres sudaca y gay.	1	spanish
La #sanidaduniversal en #España consiste en que a tus hijos les tienes que comprar las vacunas tú, xo a los inmigrantes ilegales se las ponemos gratis 👍👍👍👍	1	spanish
Con tantos casos de violacion y acoso sexual, vamos a concluir que el mas sanito de todos era Michael Jackson	0	spanish
Un día me dieron un consejo muy bueno: si no vas a decir nada inteligente, CÁLLATE LA PUTA BOCA. Aplicároslo porfa.	0	spanish
Hay dos sitios dónde hay que ir sin prisas: a echar unos papeles y al peluquero.	0	spanish
@SergioMassa Callate hijo de puta! Mi madre murió esperando que le pagues el juicio que ganó cuando vos estabas en el ANSES. No tenés moral. Caradura!!!!	0	spanish
"""Andemás de pagarles la fiesta en Europa lo peor es que los """"refugiados""""  se van de vacaciones a sus paises a esos de los que supuestamente huyeron xq no se podia vivir, pero si  ir de vacaciones, con nuestro dinero. https://t.co/ers5yxx3t8"""	1	spanish
@TuestyGam3r @HappyLittleToad QUE APRENDAS A ESCRIBIR HIJO DE LA GRAN PUTA CÁLLATE YA COÑO	0	spanish
Esta encontra  del racismo pero usa chingos de filtros para verse más blanca , y se pinta el cabello de güera. No mames compa	1	spanish
JAJAJAJAJA zorra sos vos mi amor, por teclado somos todas malas eh pero en la cara nunca nada vos, RIDÍCULA😘	1	spanish
Demasiadas manos para mover la batuta al @PSOE https://t.co/neXxzVyTGX @PPopular @pablocasado_ @mdcospedal @AlfonsoRojoPD @periodistadigit @AmorNacional23 @ManhattanManOne @desamparadosb @GeneralArmada @MCarmenRiv74 @CdV_Sevilla @Chemaremax @Claraazulita @jesusropa @generalguzman	0	spanish
PIETRAPIERCE STORY: PURS SANGS ARABES STARS DES FESTIVITES A AGAR EL M... https://t.co/G2HgYnflxg	0	spanish
Que nacionalidad o etnia crees que se adapta mejor a la vida occidental europea (tema derechos y libertades, mujer, lgtb, convi... — Pf... Mejor... Chinos, porque yo creo que ya estamos muy acostumbrades y idk  Peor, los árabes yo... https://t.co/YcmdcFwxcg	1	spanish
@bblackbird_ @vntiat Tu eres más tonto que un bocao en la polla chaval	0	spanish
m da miedo cuando me sigue un árabe	1	spanish
@Anita_Romi Cállate la puta boca challenge no eres una mierda de persona y si te draggean pues las cogemos y las matamos https://t.co/uZThUJRoPD	1	spanish
este tipo es un complice d todos estos años d bobolucion robolucion ahora ve al corrupto andres Izarra y no ve todos con los q anda desde los q estan en VTV y telesur q se robaron las antenas de RCTV toda familia d chavez maduro la cuerda arabes hijo de putas q controlan el pais https://t.co/HfNC7leler	1	spanish
Lo de los bolardos obstaculizando las entradas del zoco árabe año tras año es de traca... Como para tener que salir corriendo!!! O con silla!!! @vitoriagasteiz https://t.co/1qlkvETBgp	0	spanish
La forma que se me pegó la base de Arabe, la escuché 75 veces hoy. 🤦🏼‍♂️	0	spanish
@edufeiok Callate hijo de puta, si vos apoyás el proyecto violento de la derecha	0	spanish
#BatallaDeLosGallos klan y nacho dando clases de doble tempo, en árabe	0	spanish
esq una polla, las mujeres son to celosas callaros ya https://t.co/eJHAx4vYC7	1	spanish
Paso lo que tanto se esperaba, se lo merecia por hijo de puta @yaoecabrera https://t.co/SkMjmR4hB5	0	spanish
Ustedes entienden que el interurbano La calera (q es lo mas sudaca en medios de transporte) pasa cada 15 minutos y en la segunda capital del pais, sobre una arteria principal a 30 cuadras del centro, la frecuencia es de 25 minutos. Eso es @ramonjmestre  INUTIL.	0	spanish
La primer comida del regreso a casa: TACOS ÁRABES!!! #PorqueSoyMexicano #YaLlegue #ExtrañabaLosTacos en Puebla, Mexico https://t.co/c5ctnwjd9S	0	spanish
Pasan las horas y @ahorapodemos aún no ha convocado ninguna manifa en apoyo a esta menor.   Ninguna femiNAZI se solidariza con ella. Parece que si los violadores son inmigrantes, es menos delito que si lo hace un Español  https://t.co/GTE5kBufJ7	1	spanish
Puro cuento este #oportunista #vendido al narco régimen #SOS #DDHH #CRISISHUMANITARIA #Venezuela #InjerenciaHumanitariaYa #VenezuelaNoTieneTiempo #VenezuelaNoAguantaMas #FueraTiranía #CARCEL al #DICTADOR #Genocida #Corrupto #INDOCUMENTADO y SUS #COMPLICES #JusticiaYa https://t.co/eoz8cO6nkH	0	spanish
@Guetillo Para nada, están hasta la polla de tonterías y se les nota	0	spanish
DEJUS CENTER apoya a los inmigrantes a través de talleres educativos y asesoramiento en Brentwood y Hempstead https://t.co/HJcZDnPebg	0	spanish
Violencia machista, acoso escolar, violación de derechos humanos, privación de libertades, homofobia, racismo, precariedad, corrupción ... Que en 2018 avancemos para terminar con todo esto. Salud y felicidad 😘❤️	0	spanish
como puede ser que justifiquen un acoso o una violación porque 'estaba borracho' loco yo también el finde estaba borracha y no por eso viole a una mina DEJEN DE JUSTIFICAR MACHITOS	0	spanish
@chater9000 @myriambregman @NicolasdelCano @Solanopo Hijos de perra, para lo unico que sirven es para provocar y seguir haciendo mierda el país. Nunca van a gobernarnos en su puta y reventada vida. Queremos vivir en Paz, si no les gusta la Democracia no s	0	spanish
No te mereces que te responda pero aún así, lo voy a hacer. No me conoces en absoluto para decir que soy una zorra. Que uses eso como insulto, ya dice mucho de ti. Estoy segura de que un tío como tú, que va diciendo “zorra” a una tía sin razón, también tiene tías a patadas. https://t.co/wLuQpKxWkx	0	spanish
@CerGamer_ @DewcesUhc Bueno tú eres su perra, no yo.	1	spanish
@TitoHunterLoL puto homófobo de mierda te voy a meter la polla en la garganta para que no vuelvas a decir gilipolleces	0	spanish
niña de 25 años de edad, atacada hace días en la estación de Milán, fue rescatada de una violación con spray de pimienta. Arrestaron al violador hoy. P.d. no puedo decirte que es un nigeriano inmigrante, clandestino y con antecedentes criminales, de lo contrario me acusan de. https://t.co/zaDbI9bnfw	1	spanish
Maya Khelladi, directora de la oficina de representación de CaixaBank en Dubái, repasa las oportunidades de la economía de Emiratos Árabes Unidos: https://t.co/yMgwKOccRu	0	spanish
Le tuve que enseñar mi Whatsapp al técnico de AT&T y ahora sabe que soy puta	1	spanish
@vickkysanchezz Cállate tu puta zorra 😒👅	1	spanish
Los últimos episodios de violencia ejercida por subsaharianos en Ceuta, Barcelona y Salou nos demuestran que no son buena gente y que no aportan nada positivo a nuestra sociedad. Stop pateras, no a la invasión	1	spanish
¿Se puede ser más necio e indocumentado? Sí, se puede ser Pablo Casado. https://t.co/zPdLJg4aHa	0	spanish
Lo de ir al game es para las Origin cards estas de polla porque no todos disponemos de una tarjeta de credito para comprar nuestras mierdas EH BURGUESES DE MIERDA	0	spanish
@_omarm58 Callate Perra. Toda con el nopal en la frente 😂🙄	1	spanish
Teeeeneeesss que ser de toooodos https://t.co/UdvHjWAeJM	0	spanish
@Ale_rocking Tu eres el Ale que dice que me quiere y tal de vez en cuando no?? Vaya ataque más gratuito perra	0	spanish
@va6796678 callate zorra no me hagas sentir mal sabes xq no fui 😔	1	spanish
La gente inmigrante que ha entrado en España de modo legal y se integran en nuestra sociedad se les llama personas de color.  Los ilegales que entran por la valla atacando a nuestros agentes, delinquiendo y agrediendo a nuestros ciudadanos son NEGROS  e islamistas sin adornos!!!	1	spanish
@NicoleNogueraSC @Brisamedinaa_ JAJAJAJAJJAJAJAJAJAJJAJA CÁLLATE PUTA	1	spanish
Por puta te mereces tremenda paliza, nadie te quiere mijaa	1	spanish
Echenle un ojo a este especial que armé para @PlayCamCine   ¿Hubiera sido bueno respetar el look güero de #Aquaman o esta bien el look Tritón motociclista? https://t.co/TkQGtDWE1Z	0	spanish
@EPN @PNH_oficial @JuanOrlandoH Hijo de puta callate la jeta .de la jente asesinadas por el ejercito de honduras nadie dice nada son mas de 30 muertes.el unico delito que cometemos esque no queremos un corructo como tu en nuestro pais	0	spanish
